season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,total_boundaries,2nd_in_win
2013,597998,Kolkata Knight Riders v Delhi Daredevils,KKR v DC,"1st match (N), Indian Premier League at Kolkata, Apr 3 2013",KKR,DC,KKR,BOWL FIRST,128,129/4,129/4,128,KKR,KKR won by 6 wickets (with 8 balls remaining),2013-04-03T14:30Z,2013-04-05T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Mahela Jayawardene,Sunil Narine,"Kolkata Knight Riders 2, Delhi Daredevils 0",FALSE,18.4,129,4,16,20,128,10,16,32,TRUE
2013,597999,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,"2nd match (N), Indian Premier League at Bengaluru, Apr 4 2013",RCB,MI,MI,BOWL FIRST,156/5,154/5,156/5,154/5,RCB,RCB won by 2 runs,2013-04-04T14:30Z,2013-04-06T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Ricky Ponting,Chris Gayle,"Royal Challengers Bangalore 2, Mumbai Indians 0",FALSE,20,156,5,24,20,154,5,16,40,FALSE
2013,598000,Sunrisers Hyderabad v Pune Warriors,SRH v PWI,"3rd match (N), Indian Premier League at Hyderabad (Deccan), Apr 5 2013",SRH,PWI,PWI,BOWL FIRST,126/6,104,126/6,104,SRH,Sunrisers won by 22 runs,2013-04-05T14:30Z,2013-04-07T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kumar Sangakkara,Angelo Mathews,Amit Mishra,"Sunrisers Hyderabad 2, Pune Warriors 0",FALSE,20,126,6,13,18.5,104,10,8,21,FALSE
2013,598001,Delhi Daredevils v Rajasthan Royals,DC v RR,"4th match (D/N), Indian Premier League at Delhi, Apr 6 2013",DC,RR,RR,BAT FIRST,165/7,160/6,160/6,165/7,RR,Royals won by 5 runs,2013-04-06T10:30Z,2013-04-08T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Mahela Jayawardene,Rahul Dravid,Rahul Dravid,"Rajasthan Royals 2, Delhi Daredevils 0",FALSE,20,160,6,16,20,165,7,19,35,FALSE
2013,598002,Chennai Super Kings v Mumbai Indians,CSK v MI,"5th match (N), Indian Premier League at Chennai, Apr 6 2013",CSK,MI,MI,BAT FIRST,148/6,139/9,139/9,148/6,MI,Mum Indians won by 9 runs,2013-04-06T14:30Z,2013-04-08T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Ricky Ponting,Kieron Pollard,"Mumbai Indians 2, Chennai Super Kings 0",FALSE,20,139,9,15,20,148,6,17,32,FALSE
2013,598003,Pune Warriors v Kings XI Punjab,PWI v KXIP,"6th match (D/N), Indian Premier League at Pune, Apr 7 2013",PWI,KXIP,PWI,BAT FIRST,99/9,100/2,99/9,100/2,KXIP,Kings XI won by 8 wickets (with 46 balls remaining),2013-04-07T10:30Z,2013-04-09T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",Angelo Mathews,Adam Gilchrist,Manan Vohra,"Kings XI Punjab 2, Pune Warriors 0",FALSE,20,99,9,11,12.2,100,2,15,26,FALSE
2013,598004,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,"7th match (N), Indian Premier League at Hyderabad (Deccan), Apr 7 2013",SRH,RCB,RCB,BAT FIRST,130/8,130/7,130/7,130/8,SRH,Match tied (Sunrisers Hyderabad won the one-over eliminator),2013-04-07T14:30Z,2013-04-09T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kumar Sangakkara,Virat Kohli,Hanuma Vihari,"Sunrisers Hyderabad 2, Royal Challengers Bangalore 0",TRUE,20,130,7,8,20,130,8,12,20,FALSE
2013,598005,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,"8th match (N), Indian Premier League at Jaipur, Apr 8 2013",RR,KKR,KKR,BOWL FIRST,144/6,125,144/6,125,RR,Royals won by 19 runs,2013-04-08T14:30Z,2013-04-10T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Rahul Dravid,Gautam Gambhir,Siddharth Trivedi,"Rajasthan Royals 2, Kolkata Knight Riders 0",FALSE,20,144,6,19,19,125,10,12,31,FALSE
2013,598048,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,"9th match (D/N), Indian Premier League at Bengaluru, Apr 9 2013",RCB,SRH,SRH,BAT FIRST,161/6,162/3,162/3,161/6,RCB,RCB won by 7 wickets (with 14 balls remaining),2013-04-09T10:30Z,2013-04-11T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Kumar Sangakkara,Virat Kohli,"Royal Challengers Bangalore 2, Sunrisers Hyderabad 0",FALSE,17.4,162,3,24,20,161,6,17,41,TRUE
2013,598006,Mumbai Indians v Delhi Daredevils,MI v DC,"10th match (N), Indian Premier League at Mumbai, Apr 9 2013",MI,DC,MI,BAT FIRST,209/5,165/9,209/5,165/9,MI,Mum Indians won by 44 runs,2013-04-09T14:30Z,2013-04-11T23:59Z,58324,"Wankhede Stadium, Mumbai",Ricky Ponting,Mahela Jayawardene,Dinesh Karthik,"Mumbai Indians 2, Delhi Daredevils 0",FALSE,20,209,5,31,20,165,9,20,51,FALSE
2013,598007,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,"11th match (N), Indian Premier League at Mohali, Apr 10 2013",KXIP,CSK,CSK,BOWL FIRST,138,139/0,138,139/0,CSK,Super Kings won by 10 wickets (with 16 balls remaining),2013-04-10T14:30Z,2013-04-12T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Adam Gilchrist,MS Dhoni,Michael Hussey,"Chennai Super Kings 2, Kings XI Punjab 0",FALSE,19.5,138,10,16,17.2,139,0,17,33,TRUE
2013,598008,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,"12th match (D/N), Indian Premier League at Bengaluru, Apr 11 2013",RCB,KKR,RCB,BOWL FIRST,154/8,158/2,158/2,154/8,RCB,RCB won by 8 wickets (with 15 balls remaining),2013-04-11T10:30Z,2013-04-13T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Gautam Gambhir,Chris Gayle,"Royal Challengers Bangalore 2, Kolkata Knight Riders 0",FALSE,17.3,158,2,23,20,154,8,19,42,TRUE
2013,598009,Pune Warriors v Rajasthan Royals,PWI v RR,"13th match (N), Indian Premier League at Pune, Apr 11 2013",PWI,RR,RR,BAT FIRST,145/5,148/3,148/3,145/5,PWI,Warriors won by 7 wickets (with 8 balls remaining),2013-04-11T14:30Z,2013-04-13T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",Angelo Mathews,Rahul Dravid,Aaron Finch,"Pune Warriors 2, Rajasthan Royals 0",FALSE,18.4,148,3,19,20,145,5,18,37,TRUE
2013,598010,Delhi Daredevils v Sunrisers Hyderabad,DC v SRH,"14th match (N), Indian Premier League at Delhi, Apr 12 2013",DC,SRH,DC,BAT FIRST,114/8,115/7,114/8,115/7,SRH,Sunrisers won by 3 wickets (with 4 balls remaining),2013-04-12T14:30Z,2013-04-14T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Mahela Jayawardene,Kumar Sangakkara,Amit Mishra,"Sunrisers Hyderabad 2, Delhi Daredevils 0",FALSE,20,114,8,10,19.2,115,7,14,24,TRUE
2013,598011,Mumbai Indians v Pune Warriors,MI v PWI,"15th match (D/N), Indian Premier League at Mumbai, Apr 13 2013",MI,PWI,MI,BAT FIRST,183/3,142/8,183/3,142/8,MI,Mum Indians won by 41 runs,2013-04-13T10:30Z,2013-04-15T23:59Z,58324,"Wankhede Stadium, Mumbai",Ricky Ponting,Angelo Mathews,Rohit Sharma,"Mumbai Indians 2, Pune Warriors 0",FALSE,20,183,3,25,20,142,8,16,41,FALSE
2013,598012,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,"16th match (N), Indian Premier League at Chennai, Apr 13 2013",CSK,RCB,CSK,BOWL FIRST,165/6,166/6,166/6,165/6,CSK,Super Kings won by 4 wickets (with 1 ball remaining),2013-04-13T14:30Z,2013-04-15T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Virat Kohli,Ravindra Jadeja,"Chennai Super Kings 2, Royal Challengers Bangalore 0",FALSE,19.5,166,6,17,20,165,6,17,34,TRUE
2013,598013,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"17th match (D/N), Indian Premier League at Kolkata, Apr 14 2013",KKR,SRH,KKR,BAT FIRST,180/4,132/7,180/4,132/7,KKR,KKR won by 48 runs,2013-04-14T10:30Z,2013-04-16T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Kumar Sangakkara,Gautam Gambhir,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,20,180,4,26,20,132,7,10,36,FALSE
2013,598014,Rajasthan Royals v Kings XI Punjab,RR v KXIP,"18th match (N), Indian Premier League at Jaipur, Apr 14 2013",RR,KXIP,RR,BOWL FIRST,124,126/4,126/4,124,RR,Royals won by 6 wickets (with 4 balls remaining),2013-04-14T14:30Z,2013-04-16T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Rahul Dravid,Adam Gilchrist,James Faulkner,"Rajasthan Royals 2, Kings XI Punjab 0",FALSE,19.2,126,4,17,18.5,124,10,14,31,TRUE
2013,598015,Chennai Super Kings v Pune Warriors,CSK v PWI,"19th match (N), Indian Premier League at Chennai, Apr 15 2013",CSK,PWI,PWI,BAT FIRST,159/5,135/8,135/8,159/5,PWI,Warriors won by 24 runs,2013-04-15T14:30Z,2013-04-17T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Ross Taylor,Steven Smith,"Pune Warriors 2, Chennai Super Kings 0",FALSE,20,135,8,13,20,159,5,21,34,FALSE
2013,598016,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,"20th match (D/N), Indian Premier League at Mohali, Apr 16 2013",KXIP,KKR,KKR,BOWL FIRST,157/9,153/9,157/9,153/9,KXIP,Kings XI won by 4 runs,2013-04-16T10:30Z,2013-04-18T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Adam Gilchrist,Gautam Gambhir,Manpreet Gony,"Kings XI Punjab 2, Kolkata Knight Riders 0",FALSE,20,157,9,19,20,153,9,19,38,FALSE
2013,598017,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,"21st match (N), Indian Premier League at Bengaluru, Apr 16 2013",RCB,DC,RCB,BOWL FIRST,152/5,152/7,152/7,152/5,RCB,Match tied (Royal Challengers Bangalore won the one-over eliminator),2013-04-16T14:30Z,2013-04-18T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Mahela Jayawardene,Virat Kohli,"Royal Challengers Bangalore 2, Delhi Daredevils 0",TRUE,20,152,7,17,20,152,5,19,36,TRUE
2013,598018,Pune Warriors v Sunrisers Hyderabad,PWI v SRH,"22nd match (D/N), Indian Premier League at Pune, Apr 17 2013",PWI,SRH,PWI,BOWL FIRST,119/8,108,108,119/8,SRH,Sunrisers won by 11 runs,2013-04-17T10:30Z,2013-04-19T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",Angelo Mathews,Cameron White,Amit Mishra,"Sunrisers Hyderabad 2, Pune Warriors 0",FALSE,19,108,10,12,20,119,8,11,23,FALSE
2013,598019,Rajasthan Royals v Mumbai Indians,RR v MI,"23rd match (N), Indian Premier League at Jaipur, Apr 17 2013",RR,MI,RR,BAT FIRST,179/3,92,179/3,92,RR,Royals won by 87 runs,2013-04-17T14:30Z,2013-04-19T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Rahul Dravid,Ricky Ponting,Ajinkya Rahane,"Rajasthan Royals 2, Mumbai Indians 0",FALSE,20,179,3,22,18.2,92,10,8,30,FALSE
2013,598020,Delhi Daredevils v Chennai Super Kings,DC v CSK,"24th match (N), Indian Premier League at Delhi, Apr 18 2013",DC,CSK,CSK,BAT FIRST,169/4,83,83,169/4,CSK,Super Kings won by 86 runs,2013-04-18T14:30Z,2013-04-20T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Mahela Jayawardene,MS Dhoni,Michael Hussey,"Chennai Super Kings 2, Delhi Daredevils 0",FALSE,17.3,83,10,6,20,169,4,22,28,FALSE
2013,598021,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,"25th match (N), Indian Premier League at Hyderabad (Deccan), Apr 19 2013",SRH,KXIP,KXIP,BAT FIRST,123/9,127/5,127/5,123/9,SRH,Sunrisers won by 5 wickets (with 7 balls remaining),2013-04-19T14:30Z,2013-04-21T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Cameron White,Adam Gilchrist,Hanuma Vihari,"Sunrisers Hyderabad 2, Kings XI Punjab 0",FALSE,18.5,127,5,13,20,123,9,13,26,TRUE
2013,598022,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,"26th match (D/N), Indian Premier League at Kolkata, Apr 20 2013",KKR,CSK,KKR,BAT FIRST,119/9,124/6,119/9,124/6,CSK,Super Kings won by 4 wickets (with 5 balls remaining),2013-04-20T10:30Z,2013-04-22T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,MS Dhoni,Ravindra Jadeja,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,20,119,9,14,19.1,124,6,13,27,TRUE
2013,598023,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,"27th match (N), Indian Premier League at Bengaluru, Apr 20 2013",RCB,RR,RCB,BOWL FIRST,117,123/3,123/3,117,RCB,RCB won by 7 wickets (with 13 balls remaining),2013-04-20T14:30Z,2013-04-22T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Rahul Dravid,Vinay Kumar,"Royal Challengers Bangalore 2, Rajasthan Royals 0",FALSE,17.5,123,3,14,19.4,117,10,16,30,TRUE
2013,598024,Delhi Daredevils v Mumbai Indians,DC v MI,"28th match (D/N), Indian Premier League at Delhi, Apr 21 2013",DC,MI,MI,BAT FIRST,161/4,165/1,165/1,161/4,DC,Daredevils won by 9 wickets (with 18 balls remaining),2013-04-21T10:30Z,2013-04-23T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Mahela Jayawardene,Ricky Ponting,Virender Sehwag,"Delhi Daredevils 2, Mumbai Indians 0",FALSE,17,165,1,25,20,161,4,18,43,TRUE
2013,598025,Kings XI Punjab v Pune Warriors,KXIP v PWI,"29th match (N), Indian Premier League at Mohali, Apr 21 2013",KXIP,PWI,KXIP,BOWL FIRST,185/4,186/3,186/3,185/4,KXIP,Kings XI won by 7 wickets (with 1 ball remaining),2013-04-21T14:30Z,2013-04-23T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Adam Gilchrist,Aaron Finch,David Miller,"Kings XI Punjab 2, Pune Warriors 0",FALSE,19.5,186,3,21,20,185,4,26,47,TRUE
2013,598026,Chennai Super Kings v Rajasthan Royals,CSK v RR,"30th match (N), Indian Premier League at Chennai, Apr 22 2013",CSK,RR,RR,BAT FIRST,185/4,186/5,186/5,185/4,CSK,Super Kings won by 5 wickets (with 1 ball remaining),2013-04-22T14:30Z,2013-04-24T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Rahul Dravid,Michael Hussey,"Chennai Super Kings 2, Rajasthan Royals 0",FALSE,19.5,186,5,22,20,185,4,19,41,TRUE
2013,598027,Royal Challengers Bangalore v Pune Warriors,RCB v PWI,"31st match (D/N), Indian Premier League at Bengaluru, Apr 23 2013",RCB,PWI,PWI,BOWL FIRST,263/5,133/9,263/5,133/9,RCB,RCB won by 130 runs,2013-04-23T10:30Z,2013-04-25T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Aaron Finch,Chris Gayle,"Royal Challengers Bangalore 2, Pune Warriors 0",FALSE,20,263,5,42,20,133,9,18,60,FALSE
2013,598059,Delhi Daredevils v Kings XI Punjab,DC v KXIP,"32nd match (N), Indian Premier League at Delhi, Apr 23 2013",DC,KXIP,KXIP,BOWL FIRST,120/7,121/5,120/7,121/5,KXIP,Kings XI won by 5 wickets (with 18 balls remaining),2013-04-23T14:30Z,2013-04-25T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Mahela Jayawardene,Adam Gilchrist,Harmeet Singh,"Kings XI Punjab 2, Delhi Daredevils 0",FALSE,20,120,7,12,17,121,5,16,28,TRUE
2013,598029,Kolkata Knight Riders v Mumbai Indians,KKR v MI,"33rd match (N), Indian Premier League at Kolkata, Apr 24 2013",KKR,MI,KKR,BAT FIRST,159/6,162/5,159/6,162/5,MI,Mum Indians won by 5 wickets (with 1 ball remaining),2013-04-24T14:30Z,2013-04-26T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Rohit Sharma,Dwayne Smith,"Mumbai Indians 2, Kolkata Knight Riders 0",FALSE,20,159,6,20,19.5,162,5,17,37,TRUE
2013,598030,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,"34th match (N), Indian Premier League at Chennai, Apr 25 2013",CSK,SRH,SRH,BAT FIRST,159/6,160/5,160/5,159/6,CSK,Super Kings won by 5 wickets (with 2 balls remaining),2013-04-25T14:30Z,2013-04-27T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Cameron White,MS Dhoni,"Chennai Super Kings 2, Sunrisers Hyderabad 0",FALSE,19.4,160,5,21,20,159,6,21,42,TRUE
2013,598031,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,"35th match (N), Indian Premier League at Kolkata, Apr 26 2013",KKR,KXIP,KXIP,BAT FIRST,149/6,150/4,150/4,149/6,KKR,KKR won by 6 wickets (with 10 balls remaining),2013-04-26T14:30Z,2013-04-28T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Adam Gilchrist,Jacques Kallis,"Kolkata Knight Riders 2, Kings XI Punjab 0",FALSE,18.2,150,4,21,20,149,6,19,40,TRUE
2013,598032,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,"36th match (D/N), Indian Premier League at Jaipur, Apr 27 2013",RR,SRH,SRH,BAT FIRST,144/9,146/2,146/2,144/9,RR,Royals won by 8 wickets (with 13 balls remaining),2013-04-27T10:30Z,2013-04-29T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Rahul Dravid,Kumar Sangakkara,James Faulkner,"Rajasthan Royals 2, Sunrisers Hyderabad 0",FALSE,17.5,146,2,23,20,144,9,18,41,TRUE
2013,598033,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,"37th match (N), Indian Premier League at Mumbai, Apr 27 2013",MI,RCB,MI,BAT FIRST,194/7,136/7,194/7,136/7,MI,Mum Indians won by 58 runs,2013-04-27T14:30Z,2013-04-29T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Virat Kohli,Dwayne Smith,"Mumbai Indians 2, Royal Challengers Bangalore 0",FALSE,20,194,7,26,20,136,7,15,41,FALSE
2013,598034,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"38th match (D/N), Indian Premier League at Chennai, Apr 28 2013",CSK,KKR,KKR,BOWL FIRST,200/3,186/4,200/3,186/4,CSK,Super Kings won by 14 runs,2013-04-28T10:30Z,2013-04-30T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Gautam Gambhir,Michael Hussey,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,20,200,3,26,20,186,4,25,51,FALSE
2013,598035,Delhi Daredevils v Pune Warriors,DC v PWI,"39th match (N), Indian Premier League at Raipur, Apr 28 2013",DC,PWI,PWI,BOWL FIRST,164/5,149/4,164/5,149/4,DC,Daredevils won by 15 runs,2013-04-28T14:30Z,2013-04-30T23:59Z,601879,"Shaheed Veer Narayan Singh International Stadium, Raipur",Mahela Jayawardene,Aaron Finch,David Warner,"Delhi Daredevils 2, Pune Warriors 0",FALSE,20,164,5,20,20,149,4,19,39,FALSE
2013,598036,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,"40th match (D/N), Indian Premier League at Jaipur, Apr 29 2013",RR,RCB,RR,BOWL FIRST,171/6,173/6,173/6,171/6,RR,Royals won by 4 wickets (with 1 ball remaining),2013-04-29T10:30Z,2013-05-01T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Rahul Dravid,Virat Kohli,Sanju Samson,"Rajasthan Royals 2, Royal Challengers Bangalore 0",FALSE,19.5,173,6,21,20,171,6,20,41,TRUE
2013,598037,Mumbai Indians v Kings XI Punjab,MI v KXIP,"41st match (N), Indian Premier League at Mumbai, Apr 29 2013",MI,KXIP,MI,BAT FIRST,174/3,170,174/3,170,MI,Mum Indians won by 4 runs,2013-04-29T14:30Z,2013-05-01T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,David Hussey,Rohit Sharma,"Mumbai Indians 2, Kings XI Punjab 0",FALSE,20,174,3,23,20,170,10,20,43,FALSE
2013,598038,Pune Warriors v Chennai Super Kings,PWI v CSK,"42nd match (N), Indian Premier League at Pune, Apr 30 2013",PWI,CSK,CSK,BAT FIRST,164/3,127/9,127/9,164/3,CSK,Super Kings won by 37 runs,2013-04-30T14:30Z,2013-05-02T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",Aaron Finch,MS Dhoni,MS Dhoni,"Chennai Super Kings 2, Pune Warriors 0",FALSE,20,127,9,13,20,164,3,18,31,FALSE
2013,598039,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,"43rd match (D/N), Indian Premier League at Hyderabad (Deccan), May 1 2013",SRH,MI,MI,BAT FIRST,129/4,130/3,130/3,129/4,SRH,Sunrisers won by 7 wickets (with 12 balls remaining),2013-05-01T10:30Z,2013-05-03T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kumar Sangakkara,Rohit Sharma,Ishant Sharma,"Sunrisers Hyderabad 2, Mumbai Indians 0",FALSE,18,130,3,16,20,129,4,14,30,TRUE
2013,598040,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,"44th match (N), Indian Premier League at Raipur, May 1 2013",DC,KKR,KKR,BAT FIRST,136/7,137/3,137/3,136/7,DC,Daredevils won by 7 wickets (with 13 balls remaining),2013-05-01T14:30Z,2013-05-03T23:59Z,601879,"Shaheed Veer Narayan Singh International Stadium, Raipur",Mahela Jayawardene,Gautam Gambhir,David Warner,"Delhi Daredevils 2, Kolkata Knight Riders 0",FALSE,17.5,137,3,17,20,136,7,18,35,TRUE
2013,598041,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,"45th match (D/N), Indian Premier League at Chennai, May 2 2013",CSK,KXIP,CSK,BAT FIRST,186/4,171/6,186/4,171/6,CSK,Super Kings won by 15 runs,2013-05-02T10:30Z,2013-05-04T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,David Hussey,Suresh Raina,"Chennai Super Kings 2, Kings XI Punjab 0",FALSE,20,186,4,22,20,171,6,23,45,FALSE
2013,598042,Pune Warriors v Royal Challengers Bangalore,PWI v RCB,"46th match (N), Indian Premier League at Pune, May 2 2013",PWI,RCB,RCB,BAT FIRST,187/3,170/9,170/9,187/3,RCB,RCB won by 17 runs,2013-05-02T14:30Z,2013-05-04T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",Aaron Finch,Virat Kohli,AB de Villiers,"Royal Challengers Bangalore 2, Pune Warriors 0",FALSE,20,170,9,20,20,187,3,23,43,FALSE
2013,598043,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,"47th match (N), Indian Premier League at Kolkata, May 3 2013",KKR,RR,RR,BAT FIRST,132/6,133/2,133/2,132/6,KKR,KKR won by 8 wickets (with 16 balls remaining),2013-05-03T14:30Z,2013-05-05T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Rahul Dravid,Yusuf Pathan,"Kolkata Knight Riders 2, Rajasthan Royals 0",FALSE,17.2,133,2,15,20,132,6,13,28,TRUE
2013,598044,Sunrisers Hyderabad v Delhi Daredevils,SRH v DC,"48th match (N), Indian Premier League at Hyderabad (Deccan), May 4 2013",SRH,DC,DC,BAT FIRST,80,81/4,81/4,80,SRH,Sunrisers won by 6 wickets (with 37 balls remaining),2013-05-04T14:30Z,2013-05-06T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kumar Sangakkara,Mahela Jayawardene,Daren Sammy,"Sunrisers Hyderabad 2, Delhi Daredevils 0",FALSE,13.5,81,4,9,19.1,80,10,5,14,TRUE
2013,598046,Mumbai Indians v Chennai Super Kings,MI v CSK,"49th match (D/N), Indian Premier League at Mumbai, May 5 2013",MI,CSK,MI,BAT FIRST,139/5,79,139/5,79,MI,Mum Indians won by 60 runs,2013-05-05T10:30Z,2013-05-07T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,MS Dhoni,Mitchell Johnson,"Mumbai Indians 2, Chennai Super Kings 0",FALSE,20,139,5,17,15.2,79,10,7,24,FALSE
2013,598047,Rajasthan Royals v Pune Warriors,RR v PWI,"50th match (N), Indian Premier League at Jaipur, May 5 2013",RR,PWI,PWI,BAT FIRST,178/4,182/5,182/5,178/4,RR,Royals won by 5 wickets (with 1 ball remaining),2013-05-05T14:30Z,2013-05-07T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Rahul Dravid,Aaron Finch,Ajinkya Rahane,"Rajasthan Royals 2, Pune Warriors 0",FALSE,19.5,182,5,25,20,178,4,25,50,TRUE
2013,598064,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,"51st match (N), Indian Premier League at Mohali, May 6 2013",KXIP,RCB,KXIP,BOWL FIRST,190/3,194/4,194/4,190/3,KXIP,Kings XI won by 6 wickets (with 12 balls remaining),2013-05-06T14:30Z,2013-05-08T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",David Hussey,Virat Kohli,David Miller,"Kings XI Punjab 2, Royal Challengers Bangalore 0",FALSE,18,194,4,26,20,190,3,27,53,TRUE
2013,598049,Rajasthan Royals v Delhi Daredevils,RR v DC,"52nd match (D/N), Indian Premier League at Jaipur, May 7 2013",RR,DC,DC,BAT FIRST,154/4,155/1,155/1,154/4,RR,Royals won by 9 wickets (with 13 balls remaining),2013-05-07T10:30Z,2013-05-09T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Rahul Dravid,Mahela Jayawardene,Ajinkya Rahane,"Rajasthan Royals 2, Delhi Daredevils 0",FALSE,17.5,155,1,17,20,154,4,21,38,TRUE
2013,598050,Mumbai Indians v Kolkata Knight Riders,MI v KKR,"53rd match (N), Indian Premier League at Mumbai, May 7 2013",MI,KKR,MI,BAT FIRST,170/6,105,170/6,105,MI,Mum Indians won by 65 runs,2013-05-07T14:30Z,2013-05-09T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Gautam Gambhir,Sachin Tendulkar,"Mumbai Indians 2, Kolkata Knight Riders 0",FALSE,20,170,6,24,18.2,105,10,12,36,FALSE
2013,598051,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,"54th match (N), Indian Premier League at Hyderabad (Deccan), May 8 2013",SRH,CSK,SRH,BOWL FIRST,223/3,146/8,146/8,223/3,CSK,Super Kings won by 77 runs,2013-05-08T14:30Z,2013-05-10T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kumar Sangakkara,MS Dhoni,Suresh Raina,"Chennai Super Kings 2, Sunrisers Hyderabad 0",FALSE,20,146,8,17,20,223,3,31,48,FALSE
